step,sps,episodes,phi/obj,sac/actor_loss,sac/alpha,sac/q_loss,sac/reward_mean
6000,53.5,30,-0.0002583101788040949,-6.828191404342651,0.8640456216931343,0.27358365737646817,0.058079134815372524
7000,47.6,35,-0.00024253182085521986,-12.735239686012267,0.6403897166848183,0.11978213977068662,0.090640191629529
8000,44.0,40,-0.0002436439849989256,-17.465128304481507,0.47577126243710516,0.1786570702418685,0.13859726265817882
9000,41.5,45,-0.00024676917579199656,-21.422216650009155,0.3560521816313267,0.30007057839632034,0.2316229572147131
10000,39.8,50,-0.00025781449746864384,-25.11874535560608,0.2700471960306168,0.494589009642601,0.33801756720244885
11000,38.5,55,-0.0002645626148150768,-29.2880466632843,0.20866494816541672,0.761062997162342,0.4518075823187828
12000,37.4,60,-0.0002764397856517462,-33.8594092502594,0.16491207541525363,0.997864309579134,0.5135692136883736
13000,36.6,65,-0.0002866695950069698,-38.853113075256346,0.133719367608428,1.8629140379428863,0.5654327272772789
14000,35.9,70,-0.00030444768561574165,-43.90921503067017,0.11123930039256812,2.505007600069046,0.6136815356910229
15000,35.3,75,-0.00031548003089847045,-49.14733470916748,0.09449430373311042,2.8711890859603884,0.6512998760938644
16000,34.9,80,-0.0003172702278970974,-54.26588079833984,0.08311693312972784,3.138389010667801,0.6493383453190327
17000,34.5,85,-0.00032325198671605905,-58.91896430587769,0.07714913255721331,4.027341016769409,0.6657132516354323
18000,34.1,90,-0.00032063214346999305,-64.1794716911316,0.07714280612021684,4.396512644648552,0.7666006771326065
19000,33.8,95,-0.0003117520585074089,-68.7521036529541,0.07989645881205797,4.586979794204235,0.7986664844453335
20000,33.5,100,-0.000309497132213437,-72.83888826751709,0.0818355278968811,4.732459368646145,0.8147190635725856
21000,33.3,105,-0.0003035800538200419,-76.7918773574829,0.0864498565942049,5.214443251132965,0.8178543691337109
22000,33.0,110,-0.00030101621661742683,-81.05278607177735,0.08990364675968886,5.600892650008202,0.8257956635653972
23000,32.8,115,-0.0002913108133361675,-84.57254856872558,0.08986757308989764,5.3339236942529675,0.8431955342292785
24000,32.7,120,-0.0002889277976646554,-87.9518472290039,0.09484509424120188,6.1515146651268005,0.8707529956698418
25000,32.5,125,-0.0002944737772049848,-90.85480637359619,0.09529124587774276,6.4673742724657055,0.876920763283968
26000,32.3,130,-0.0003024899800220737,-92.8707871017456,0.09638669980317355,7.318663520216941,0.8693978547006845
