step,sps,episodes,phi/obj,sac/actor_loss,sac/alpha,sac/q_loss,sac/reward_mean
6000,51.9,30,0.5348090643137693,-7.947744546413421,0.8640213307738304,0.37134068156406286,0.5392571169687435
7000,45.1,35,0.8925725024938583,-17.0896727104187,0.640004183292389,0.05072636475414038,0.8946643522977828
8000,41.0,40,0.9293165681362152,-25.266274675369264,0.4741145458221436,0.037803158171474935,0.9305750529170036
9000,38.4,45,0.9063872236013413,-31.879328199386595,0.3512447527348995,0.03976936760731042,0.9075806065797806
10000,36.5,50,0.906596135020256,-37.23983340072632,0.26023032251000405,0.02180694350320846,0.9078033455014228
11000,35.1,55,0.9205048859715462,-41.7884778213501,0.19281444710493087,0.020569429564289747,0.9219878033995629
12000,33.9,60,0.9178801856637001,-45.654223896026615,0.14286998777091503,0.026827389211393892,0.9194184088110924
13000,33.1,65,0.9030229618549347,-48.93339761352539,0.10588363086432219,0.04585889523103833,0.9042525711655617
14000,32.3,70,0.9023212780952453,-51.69751968383789,0.07855089254677296,0.03397812050767243,0.903619068145752
15000,31.7,75,0.8992692902684212,-54.09546957778931,0.05837564391642809,0.029087567871436477,0.9005076923966407
16000,31.2,80,0.8903604683876037,-56.20585492324829,0.04357421509176493,0.02714260029885918,0.8922571051716804
17000,30.8,85,0.900884133040905,-58.21318609237671,0.032622741937637326,0.028315353413112462,0.9032004801034927
18000,30.8,90,0.9010021133422852,-60.14964007568359,0.024435883389785886,0.0324993384508416,0.9026367301940919
19000,30.8,95,0.8949069658517838,-61.80524689102173,0.018414698611944915,0.03999662223830819,0.8966623272895813
20000,30.8,100,0.9049960236549377,-63.35840154647827,0.013973675150424242,0.03149543858412653,0.9066601625680923
21000,30.9,105,0.9213033224344254,-64.90938409805298,0.010671274054795503,0.026162515555508435,0.9228953239321709
22000,30.9,110,0.9320238885879517,-66.43774610900878,0.008165516290813685,0.03907494822982699,0.9334832732081413
23000,30.9,115,0.9335030046105385,-67.85604926300049,0.006330845923628658,0.039204192701727154,0.9349393445849419
24000,30.9,120,0.9293440158963203,-69.17337181854248,0.005088699016720056,0.05391026281565428,0.9309069957733155
25000,30.9,125,0.9335782758593559,-70.4688776473999,0.0043154975376091895,0.04625825973041356,0.9350521615743637
26000,30.9,130,0.9421220886707306,-71.72519776916504,0.0038300092264544217,0.04644411981664598,0.943777854681015
27000,31.0,135,0.9523679947257042,-72.90449967193604,0.0034583357041701674,0.07059341581072659,0.9535612305998802
28000,31.0,140,0.9541988418698311,-74.110930519104,0.0033923733299598097,0.09721034187078476,0.9553738853335381
29000,31.0,145,0.9525436094403267,-75.27221647644043,0.003226518970448524,0.10478272534348071,0.9537454906105995
30000,31.0,150,0.9502354562878609,-76.23059487152099,0.003438072427874431,0.09243063319660723,0.9515280396342277
31000,31.0,155,0.9525574766993523,-77.17881591033935,0.0034996196685824544,0.11147234863042832,0.9540400892496109
32000,31.0,160,0.9425935527682304,-78.0762160949707,0.003478210446657613,0.11652064066007733,0.9438923112154007
33000,31.0,165,0.9420629168748855,-78.89913565826416,0.003468515447108075,0.09409667591750621,0.9434946536421775
34000,31.0,170,0.9458575944304466,-79.72947431182861,0.0038235041254665704,0.11509886508062482,0.9474658603668213
35000,31.0,175,0.9520212062001229,-80.61064002227783,0.004095541841350496,0.09462302707880735,0.9536433679461479
36000,31.0,180,0.9493959495425224,-81.40866578674317,0.0041346363821066915,0.07887409011647105,0.9509911861419678
37000,31.0,185,0.9470137276053429,-82.16151652526855,0.004073677672073245,0.08754189788177609,0.9484519942998886
38000,31.0,190,0.9486868848800659,-82.82820335388183,0.0038701825020834805,0.07869311171211302,0.950258800625801
39000,31.0,195,0.9572094221115113,-83.47270557403564,0.003686544740805402,0.06268926398642362,0.9587413492202759
40000,31.1,200,0.9601656522750854,-84.10107456970215,0.0035834137932397427,0.060137174805626276,0.9615326588749885
41000,31.1,205,0.9656901381611824,-84.74017454528808,0.0034304912597872316,0.05391681721806526,0.9668991680145264
42000,31.1,210,0.96775709015131,-85.34242581176758,0.0032520698399748655,0.0513169202664867,0.9689338379502297
43000,31.1,215,0.9665208821892738,-85.94584206390381,0.003101582685019821,0.051549751602113246,0.9677356773018837
44000,31.1,220,0.9625613337159157,-86.51839326477051,0.0031061621441040186,0.05505132083036005,0.9639024894833564
45000,31.1,225,0.9637297218441964,-87.0265791168213,0.0028143720619846135,0.04895665030926466,0.965037034869194
46000,31.1,230,0.9633257566690445,-87.51232460021973,0.0029221664345823227,0.05071367887966335,0.9646071508526802
47000,31.1,235,0.9597866739034653,-87.95036311340333,0.0029499824936501684,0.05283069068938494,0.960946947813034
48000,31.1,240,0.9564302494525909,-88.35613951873779,0.0031268643196672202,0.05607943321764469,0.9575789422392845
49000,31.1,245,0.962329099714756,-88.77579656982422,0.003013223317451775,0.04272782251983881,0.9637051725387573
50000,31.1,250,0.9663048712015152,-89.20542168426513,0.0027574057271704078,0.04930687461234629,0.9676384519338608
51000,31.1,255,0.969212817311287,-89.622402633667,0.0026519060705322774,0.04098555015027523,0.9703795813918114
52000,31.1,260,0.9660241394639015,-89.98675643920899,0.0026477570733986796,0.044603406110778454,0.9672710443735123
53000,31.1,265,0.9695544604659081,-90.33942320251465,0.00276471376279369,0.03783300959132612,0.9708299762010575
54000,31.1,270,0.9677520976066589,-90.70375564575195,0.002893925404874608,0.052421823062933984,0.9688337817192078
55000,31.1,275,0.9581578648090363,-90.97971248626709,0.0027691892597358674,0.062333944603800776,0.9594878985881805
56000,31.1,280,0.9645355706810951,-91.24936376190186,0.00285544114978984,0.04830896702222526,0.9658133310079574
57000,31.1,285,0.97060517847538,-91.55792560577393,0.002629182190867141,0.045827167805284265,0.9718319808244705
58000,31.1,290,0.968604705452919,-91.82155346679687,0.002564217235194519,0.05335916987061501,0.9699376583695412
59000,31.1,295,0.9709809206724167,-92.11317022705079,0.0026964172227308156,0.043612788528203966,0.972312043428421
60000,31.1,300,0.9712488607168198,-92.33881072235107,0.0026255596813280135,0.04536066563241184,0.9725011836886406
61000,31.1,305,0.9710368193984031,-92.55578026580811,0.002510282552568242,0.04671710839122534,0.9721390215158463
62000,31.1,310,0.9691802407503128,-92.80407325744629,0.0024355982416309416,0.04712912726029754,0.9704030418395996
63000,31.1,315,0.9705792406201362,-93.02772197723388,0.0025124425769317894,0.04154816419444978,0.971710478246212
64000,31.1,320,0.9714639450311661,-93.22225789642334,0.0024299940171185882,0.039538002179935576,0.9727733770012855
65000,31.1,325,0.972793275654316,-93.42509479522705,0.002368051406228915,0.03558278751838952,0.974087189078331
66000,31.1,330,0.9700924650430679,-93.61995502471923,0.002297427981859073,0.04219343030080199,0.9713538164496421
67000,31.1,335,0.9716096685528756,-93.78045851898193,0.002362544645788148,0.03963483172282577,0.9729580883979797
68000,31.1,340,0.9750892822146415,-94.00960026550293,0.0022877389662899076,0.0369603498801589,0.9763258356451988
69000,31.1,345,0.9714595811963082,-94.21543482971191,0.002186897737439722,0.04242739999294281,0.9727136780619621
70000,31.1,350,0.9739698394536972,-94.35206022644043,0.0023026779459323736,0.04509017353318632,0.9751248269081115
71000,31.1,355,0.9741022782325744,-94.50691366577148,0.0022819248186424375,0.03509876231662929,0.9754519713521004
72000,31.1,360,0.9746140419840813,-94.61527603912353,0.002493246383499354,0.19114805924147368,0.9759200147986412
73000,31.1,365,0.9758473200201988,-94.7195650024414,0.0028282972499728202,0.3955139560494572,0.9770272230505943
74000,31.1,370,0.9745871122479439,-94.82712682342529,0.00285376924299635,0.7040478961020709,0.9757497374415398
75000,31.1,375,0.9665628701448441,-94.9203148803711,0.0030191873114090413,0.21391900914348663,0.9682251499295235
76000,31.1,380,0.9692562170028687,-95.00775142669677,0.0030930017123464494,0.3357576785646379,0.9707150165438652
77000,31.1,385,0.9674381083250045,-95.09152600097656,0.0031825305423699318,0.3420001553241164,0.9686846481561661
78000,31.1,390,0.9682607359290123,-95.17546765136719,0.003045454850187525,0.17596311638504267,0.9696150131821633
79000,31.1,395,0.9688065052628517,-95.27126457214355,0.00305010031349957,0.19873670100606977,0.970208911716938
80000,31.1,400,0.9695577323436737,-95.34513555908202,0.003208644668571651,0.2258370205052197,0.9710510751605034
