step,sps,episodes,phi/obj,sac/actor_loss,sac/alpha,sac/q_loss,sac/reward_mean
6000,69.6,30,0.5639215581677854,-7.906711365699768,0.8640511239767075,0.3664859057329595,0.5677851982545108
7000,64.5,35,0.8189965188503265,-16.82513885498047,0.6400583863258362,0.07868612738884985,0.821957429766655
8000,61.2,40,0.880533805012703,-24.718172662734986,0.47414535838365557,0.050335222985595465,0.8826323781609535
9000,58.9,45,0.8710595608949662,-31.14971642303467,0.3512648503780365,0.04424844978936016,0.8736288946270943
10000,57.2,50,0.9019794061183929,-36.58045473861694,0.26024331448972227,0.035956545700319115,0.9039249978065491
11000,55.9,55,0.8714309465885163,-40.88172179031372,0.19281957344710826,0.047079116422683004,0.8733339593410492
12000,54.4,60,0.8759056837558746,-44.37480312347412,0.14291322895884515,0.039463969421572986,0.8781411081552506
13000,53.6,65,0.9314492723345756,-47.61963720703125,0.10599072541296482,0.016035189231857656,0.9331066147685051
14000,52.6,70,0.9418592916727067,-50.635121746063234,0.07864413874596357,0.017833612480666488,0.9431288011074066
15000,51.6,75,0.9351255483031273,-53.35512351989746,0.05834221190214157,0.020516464482992887,0.9367227123975754
16000,50.7,80,0.9283226898312569,-55.62001473236084,0.043270416166633366,0.020800488874316216,0.9297001836895943
17000,50.0,85,0.9239232096672058,-57.66278248596191,0.0321731907594949,0.021015624876599758,0.9255435498356819
18000,49.5,90,0.925099483191967,-59.514530612945556,0.024038178380578756,0.028678675638511775,0.9266532447338104
19000,49.2,95,0.9428208913207055,-61.3076395072937,0.018049007021822036,0.01468581602908671,0.944147345840931
20000,48.9,100,0.9546826552152634,-63.13649917602539,0.013584481190890074,0.01487920363759622,0.9558716701865196
21000,48.5,105,0.9517160774469375,-64.87848306655884,0.010268247838132084,0.017529345004819334,0.9527371256947518
22000,48.3,110,0.9336527568101883,-66.26677338409424,0.007804273018613458,0.028741865769959987,0.9347815724015236
23000,48.1,115,0.9318322864174843,-67.61159493255616,0.005997151085175574,0.030771262790076435,0.9331367141604423
24000,48.0,120,0.9372552269101143,-68.9360732574463,0.0047245999942533675,0.0365860394584015,0.9386124047040939
25000,47.8,125,0.94153683167696,-70.26618695068359,0.003751523436745629,0.03163987940736115,0.9430922248363495
26000,47.7,130,0.9559569162130356,-71.62520178985595,0.0029555985210463404,0.03995111576933414,0.9574248134493828
27000,47.5,135,0.9646165776252746,-72.96903318023682,0.002479732565348968,0.045594920593313874,0.9656005048155785
28000,47.3,140,0.962518297612667,-74.20001309967041,0.002367679714690894,0.039712230928242206,0.9635649067163468
