step,sps,episodes,gc/actor_loss,gc/alpha,gc/q_loss,gc/reward_mean
102000,32.5,339,-3.0821964354515075,0.0013196548139094374,0.03726064541982487,0.0126496234483202
104000,32.5,346,-3.0195454515218736,0.0013667257674387656,0.037077556372154506,0.012721671268838691
106000,32.4,353,-2.9636683920621874,0.0013032065675943158,0.03533728876942769,0.012651066278340294
108000,32.4,359,-2.9057869540452956,0.0011559731832821852,0.03478822415834293,0.012609567955543752
110000,32.4,366,-2.842987366437912,0.0011470071410294622,0.03468448953516781,0.012859714931691997
112000,32.4,373,-2.8115536552667617,0.0011473355947528034,0.03463261586148292,0.012826076154888143
114000,32.4,379,-2.758812210559845,0.0011471978196059354,0.03387687055487186,0.012871059677621815
116000,32.4,386,-2.714229109287262,0.0010892631322494707,0.034593261050526056,0.013078659444232471
118000,32.4,393,-2.687420428395271,0.00111670118389884,0.03504161186283454,0.013570167354133446
120000,32.3,399,-2.665849087357521,0.0010575477819656954,0.03628174745570868,0.013523039886262267
122000,32.3,406,-2.6219692898988725,0.00104303112719208,0.03630222468543798,0.013509029149834532
124000,32.3,413,-2.566552300572395,0.0010488336109556258,0.03788958432944491,0.01362833844323177
126000,32.3,419,-2.5445900723934174,0.0011000867969705723,0.03925229542562738,0.013661997126124334
128000,32.3,426,-2.4908444941639902,0.0011312077951151878,0.0389810743778944,0.013574754777917405
130000,32.3,433,-2.449172405421734,0.0011374654188985006,0.039181100465357305,0.013699582117609679
132000,32.3,439,-2.4678107565641403,0.001212618248187937,0.042639489731751384,0.014024890387663618
134000,32.3,446,-2.4603720159530638,0.001264696527738124,0.04203916359739378,0.014320100858109072
136000,32.3,453,-2.445357774019241,0.001300966050941497,0.043471223231405016,0.014451529931335244
138000,32.3,459,-2.4462079701423645,0.0013022048198035917,0.04500302012823522,0.014458064684338752
140000,32.2,466,-2.4279124209880827,0.0012502871681936084,0.045523598157800736,0.014657673554960638
142000,32.2,473,-2.4214581266641617,0.0012079868846922182,0.04448072642367333,0.014620961675071157
144000,32.2,479,-2.410055993437767,0.0012211940117413179,0.045535176184028386,0.014745496008952613
146000,32.2,486,-2.4049080489873886,0.0012260532799991779,0.045254537410568445,0.014774681820737896
148000,32.2,493,-2.4078928000330926,0.0012982913867454044,0.04595095167728141,0.015190352559875464
150000,32.2,499,-2.3906732786297797,0.0013479268273804336,0.044309210950508715,0.015060538466263098
152000,32.2,506,-2.3680662120580673,0.0013998304446577094,0.04423259206768125,0.014739997111726553
154000,32.2,513,-2.4026989839076998,0.0013914260386954994,0.04487973161041737,0.015223846383451018
156000,32.2,519,-2.38914298081398,0.0013531928538577632,0.044464585532434285,0.015021896204038057
158000,32.2,526,-2.3937163891792297,0.0013584726239205338,0.04254357086028904,0.014860313952725846
160000,32.2,533,-2.3977144109606745,0.0013299638285534457,0.043377688521519304,0.015235258148633874
162000,32.2,539,-2.4191812056303026,0.0013055046029621735,0.040553168499842286,0.014997678483778145
164000,32.1,546,-2.4270181859731674,0.0012671950895455665,0.040205639976542445,0.015008122129365802
166000,32.1,553,-2.4146770401597024,0.0012134976462693885,0.03991524816956371,0.014883517855545507
168000,32.1,559,-2.42282490003109,0.00125266874715453,0.03906629484239966,0.014753942530311178
170000,32.1,566,-2.459083860218525,0.001279215055052191,0.03891024008020759,0.014800912335922477
172000,32.1,573,-2.493298903465271,0.0012834347867174073,0.03850603262381628,0.01502713543747086
174000,32.1,579,-2.5155186511874197,0.0012562736311228946,0.037803105181548745,0.014674701676238328
176000,32.1,586,-2.570341859340668,0.001331393128435593,0.037801061884034426,0.01493531755876029
178000,32.1,593,-2.5764265437722207,0.0012529663722962141,0.03675446416670457,0.014973301853693556
180000,32.1,599,-2.5973778069615365,0.0012447963413433172,0.03928948856983334,0.014918105852062581
182000,32.1,606,-2.6300782240629195,0.0012814624496386387,0.038483990363776685,0.015030866144108587
184000,32.1,613,-2.608892146766186,0.001337969540269114,0.03923683334514499,0.014957552148087416
186000,32.1,619,-2.627225112080574,0.0013911990349297413,0.039848019693046806,0.015409145802317652
188000,32.1,626,-2.6020243741869926,0.0014155152607127092,0.04053237790148705,0.014918538204627112
190000,32.1,633,-2.5866938322782516,0.0013712004684493877,0.040947446081787346,0.015522046808793676
192000,32.1,639,-2.5820461685061455,0.0013612828660407104,0.042035586687736215,0.015609910385508557
194000,32.1,646,-2.560672483444214,0.0013684471923625097,0.04351760606560856,0.016178273794357666
196000,32.1,653,-2.532161834061146,0.0013169227194739506,0.04386349471379072,0.01657948536600452
198000,32.1,659,-2.5210251873731613,0.0012905079221818597,0.04470397393219173,0.016869569032453
200000,32.1,666,-2.48458919686079,0.0012859601067611948,0.044005349329672754,0.016925599699257873
202000,32.0,673,-2.43949698138237,0.0012973525990382768,0.044404785068705675,0.017190119159698952
204000,32.1,679,-2.4191727224588395,0.0012494179350906053,0.044580668003298345,0.017220765156089328
206000,32.0,686,-2.3898652151226996,0.0012558204360539093,0.045347163701429966,0.017625857581966557
208000,32.0,693,-2.3798790065050124,0.001238028196617961,0.046043234235607085,0.017712548285140656
210000,32.0,699,-2.364054398834705,0.0013034724756143987,0.04734793054126203,0.017934703370090573
212000,32.0,706,-2.3639937781095504,0.0013137830127961934,0.0497676864778623,0.018317246590799186
214000,32.0,713,-2.322019935250282,0.0012854498804663308,0.05015004694275558,0.01807525708130561
216000,32.0,719,-2.3009439537525176,0.0013082612379803323,0.05124950406141579,0.018394285287708045
218000,32.0,726,-2.289229067862034,0.001340261201141402,0.05160175755433738,0.01843472587049473
220000,32.0,733,-2.2656640020608902,0.001368510905886069,0.05371702919062227,0.018703805117576848
222000,32.0,739,-2.2552323766946794,0.0014111480997526086,0.05437217187229544,0.018701625899993815
224000,32.0,746,-2.215972698390484,0.0013609846568433568,0.053415867721661923,0.01871776129049249
226000,32.0,753,-2.1708465643525123,0.001375430686690379,0.054691959054209295,0.01880350171541795
228000,32.0,759,-2.144261377334595,0.0013902216023416259,0.057180061949416994,0.018614599078428
230000,32.0,766,-2.0888329498171805,0.0013382768640294671,0.05598822264559567,0.018715287834522313
232000,32.0,773,-2.012477387070656,0.0013120859151822515,0.055085317910648884,0.0183402368609095
234000,32.0,779,-1.9870953845381736,0.0012476959542836994,0.057897098153829575,0.018750144310877657
236000,32.0,786,-1.9544501368403435,0.001225565089727752,0.056554091516882184,0.018595591739984228
238000,32.0,793,-1.935118507385254,0.0012682567529263907,0.05650551781710237,0.0186997605105862
240000,32.0,799,-1.9097038528323174,0.0012541364740463906,0.05615307489875704,0.01861128191149328
242000,32.0,806,-1.8751934419870377,0.0012219384161871857,0.05587603324279189,0.018393249061598907
244000,32.0,813,-1.8515294394493103,0.0012093223446863702,0.05498675217479467,0.01822158346694778
246000,32.0,819,-1.8465795771479607,0.001153023325081449,0.05663768930360675,0.018689723246148787
248000,32.0,826,-1.816612893819809,0.001145264838298317,0.056907110187225045,0.018582718086952808
250000,32.0,833,-1.810743526160717,0.0011669965393957683,0.057911034006625416,0.018759905918035655
252000,32.0,839,-1.7985959685444832,0.0011738639558898285,0.05627312898635864,0.018932778071321082
254000,32.0,846,-1.8122665659189223,0.0011957214226131327,0.057094661937095226,0.019077311229077167
256000,32.0,853,-1.8059230776429176,0.0011813081370200963,0.05736196713428944,0.01923505139106419
258000,32.0,859,-1.790135720908642,0.001225848134199623,0.05967173760291189,0.01945474689238472
260000,31.9,866,-1.7853271217346192,0.0012514847514103168,0.05879217599704862,0.01950322230195161
262000,31.9,873,-1.7764320458769798,0.0012501251496723853,0.05879264424555004,0.01947722797980532
264000,31.9,879,-1.7835861386060714,0.001287691490026191,0.0594620006326586,0.01958814132050611
266000,31.9,886,-1.8038091607093811,0.0012858152486151084,0.06201489705592394,0.01996637448144611
268000,31.9,893,-1.7951408900618553,0.0012476426803623326,0.06395332878176123,0.02005941775906831
270000,31.9,899,-1.7913013839721679,0.0012517934631905518,0.06622654658555985,0.020023449196713044
272000,31.9,906,-1.747354382097721,0.0012389656964223832,0.06708343906421214,0.020129055429366417
274000,31.9,913,-1.6884584659337998,0.0012321368877892382,0.06578789509180934,0.019984305821650197
276000,31.9,919,-1.6471924751102924,0.0012402795243542642,0.0638969742981717,0.02013224169902969
278000,31.9,926,-1.622486815005541,0.0012424838462611661,0.06652802250906825,0.020065586086479015
280000,31.9,933,-1.5931736128628253,0.0012615250154049136,0.06675382100138813,0.020197879681014455
282000,31.9,939,-1.5623814681470394,0.0011797162820002996,0.06768251975253224,0.01999962438980583
284000,31.9,946,-1.5142067150473595,0.0011659685591002926,0.06713645154237748,0.020148609992000275
286000,31.9,953,-1.4965122166275977,0.0011168586990097538,0.06887101472262293,0.02011832003761083
288000,31.9,959,-1.500111322671175,0.0012377874185913243,0.06877895286027343,0.020484205518849195
290000,31.9,966,-1.4833312338888645,0.0011967027895734646,0.06677898578625173,0.020416663680924103
292000,31.9,973,-1.4651084010303022,0.0011749981974135152,0.06790718017704785,0.02033412339806091
294000,31.9,979,-1.4544919103085994,0.0012610821101698092,0.07116446728538722,0.020618000853573903
296000,31.9,986,-1.4428920712172986,0.0013306247534928843,0.07082720045186579,0.020365911815082655
298000,31.9,993,-1.4458027682006358,0.0012699974582646974,0.07064466782473028,0.020277631524018944
300000,31.9,999,-1.4387355299890041,0.0012959537202259525,0.0718191013392061,0.0205166613451438
302000,31.9,1006,-1.4505036098361015,0.001335496334184427,0.07283807815052569,0.02041893881931901
304000,31.9,1013,-1.4429595254063605,0.0012835435057641008,0.07226583752967418,0.020588570571737363
306000,31.9,1019,-1.4591142095923424,0.001309355701203458,0.06996025063842536,0.020100145746255293
308000,31.9,1026,-1.4884531339406968,0.0013212070926092564,0.07391552241053433,0.020566667491046246
310000,31.9,1033,-1.4871883302927018,0.0013292695010313764,0.07435273459739983,0.020204762256238608
312000,31.9,1039,-1.4928619609177112,0.0013810680785682052,0.07130220335349441,0.020134897414362057
314000,31.9,1046,-1.4955225476622582,0.0012938227016711607,0.07264672037307172,0.01999311172659509
316000,31.9,1053,-1.5057492732703686,0.001290116121119354,0.07398323571123183,0.02018709298945032
318000,31.9,1059,-1.5107266825735568,0.001277191040222533,0.07302127585187554,0.01992069625679869
320000,31.9,1066,-1.5294029551148414,0.0012942512321169489,0.07279679477028549,0.020220244378084316
322000,31.9,1073,-1.5473578748703003,0.0012796039583627134,0.07471921324171125,0.020329479651874864
324000,31.9,1079,-1.5980089150071144,0.0013298063320689834,0.07627299252711237,0.0201495704902336
326000,31.9,1086,-1.5969155958890915,0.0013641884012031368,0.07695388008467853,0.020251015334855765
328000,31.9,1093,-1.628372185498476,0.001321426880080253,0.07539846595190465,0.02066403271362651
330000,31.9,1099,-1.6547127936184407,0.0013448941346723587,0.07552657021954656,0.02066053475160152
332000,31.8,1106,-1.6592997505366802,0.0013946640150388702,0.07611032886989415,0.020702764837769793
334000,31.8,1113,-1.6383934645652771,0.0014049002140527592,0.07572935509681701,0.020424289419781416
336000,31.8,1119,-1.643402142971754,0.0014246915983967482,0.07938116582483053,0.02053544717619661
338000,31.8,1126,-1.6563542323708533,0.0013757979756919667,0.08063007335364819,0.02055758481833618
340000,31.8,1133,-1.6475985180735588,0.0014216413077083416,0.08016149821132422,0.020455988327856174
342000,31.8,1139,-1.6525385490059852,0.0012946907985024155,0.07771483590453863,0.021002530078578274
344000,31.8,1146,-1.6340151335299016,0.0012743516126647592,0.07701056286878884,0.020912960590096192
346000,31.8,1153,-1.6235562979578972,0.0012322416454553604,0.07549779432825744,0.020826190422521904
348000,31.8,1159,-1.617160419434309,0.0011662458799546584,0.07462518208473921,0.02079968256741995
350000,31.8,1166,-1.6185368551015853,0.0012352529059280642,0.0760667026527226,0.020684836166910827
352000,31.8,1173,-1.6425603696405888,0.001257812329567969,0.0757641691043973,0.020729156999848782
354000,31.8,1179,-1.6802248186171054,0.0012619516236591153,0.07607516354508698,0.02115284012601478
356000,31.8,1186,-1.6903423296809197,0.001216827098338399,0.07799139711819589,0.02113234305731021
358000,31.8,1193,-1.7530348529815674,0.0012532503908732906,0.07944637239910662,0.02168396334978752
360000,31.8,1199,-1.749677196264267,0.0013016704599140211,0.07952541123889387,0.02127238541515544
362000,31.8,1206,-1.7463934704065323,0.0013314583290484734,0.08030201958678662,0.021380265522224363
364000,31.8,1213,-1.7256752237379551,0.0013364489023806527,0.07958871650509536,0.02159207589039579
366000,31.8,1219,-1.6998769371807576,0.001281214939604979,0.07883011177740991,0.021618389723123983
368000,31.8,1226,-1.7009952675402165,0.0012743951763841323,0.07765734910964966,0.022078430835012115
370000,31.8,1233,-1.7070999297499656,0.0013744430542574264,0.07953747837990523,0.021989227227983067
372000,31.8,1239,-1.6929409331083298,0.001393138495157473,0.07702941838651896,0.022229751031380147
374000,31.8,1246,-1.717526625096798,0.0013863893224624916,0.08058052102290093,0.02265191458980553
376000,31.8,1253,-1.6947980776131153,0.0014191674604080618,0.07912723734043539,0.02226103901048191
378000,31.8,1259,-1.696258772701025,0.0014488109564990736,0.07976322437822819,0.02290837985300459
380000,31.8,1266,-1.6820804124474527,0.0014328481975826434,0.0778274565115571,0.02282320339465514
382000,31.8,1273,-1.6802575618624687,0.0013569342285045423,0.07741156374290585,0.02285585393733345
384000,31.8,1279,-1.718477009832859,0.0013850105560850351,0.07715919791720807,0.022936257435940206
386000,31.8,1286,-1.7182606086730956,0.0013281203290098347,0.07819038639217615,0.02278648899286054
388000,31.8,1293,-1.74209406337142,0.0013347569691250102,0.07824427858740092,0.02310526286368258
390000,31.8,1299,-1.753635070770979,0.0012916940894792787,0.07664718983508646,0.023324998473282902
392000,31.8,1306,-1.7189114931225777,0.001281770292960573,0.07771506704576313,0.02269747551716864
394000,31.8,1313,-1.6516159817874432,0.0012534844407346099,0.07277627785131335,0.022350035225972533
396000,31.8,1319,-1.588345555752516,0.0012510197390802206,0.0711182223521173,0.021889019012916833
398000,31.8,1326,-1.5566804053783416,0.0012358421634417027,0.07090905261971056,0.021700066762045025
400000,31.8,1333,-1.5517019640803338,0.0012138004418229685,0.0704817643277347,0.021886653908295556
402000,31.8,1339,-1.5114928970932962,0.0012215829644119367,0.07042314602993428,0.0216422979272902
404000,31.8,1346,-1.4842595175355673,0.001137424371438101,0.07135294951498508,0.021632171322475188
406000,31.8,1353,-1.4697688865065575,0.0010966328575741499,0.07053645190037787,0.021360975194722413
408000,31.8,1359,-1.4614314716160297,0.0010531945066177286,0.06961192751582712,0.021189881183672696
410000,31.8,1366,-1.4535159670710565,0.0010329668295453302,0.06742988265492023,0.02115746590378694
412000,31.8,1373,-1.4543090357780457,0.0010628185218083672,0.0704373290706426,0.021198298683390022
414000,31.8,1379,-1.4779213170111178,0.0010576945187640377,0.07021391461417079,0.02149938919779379
416000,31.8,1386,-1.4859575461447239,0.001026344895188231,0.06967397058848292,0.02149624866503291
418000,31.8,1393,-1.520195484995842,0.0010475021834718064,0.0713874871795997,0.021624924834584818
420000,31.8,1399,-1.5249909800887107,0.0010679681635228917,0.07002965629659594,0.02163654247391969
422000,31.8,1406,-1.5221330579221248,0.0010471115093678236,0.07051406370475888,0.021924676523776724
424000,31.8,1413,-1.5490884755849839,0.0010695134304114617,0.06924476316384971,0.02221091301040724
426000,31.8,1419,-1.554641949504614,0.001177967109309975,0.07069123356603085,0.022501579087926073
428000,31.8,1426,-1.5967581829726696,0.001201440520293545,0.0714585351254791,0.022609435129910708
430000,31.8,1433,-1.6490941600203515,0.001292577050102409,0.07424201310798526,0.022841439950978384
432000,31.8,1439,-1.7174941731095315,0.0012522284846636467,0.07454061986319721,0.02361979821557179
434000,31.8,1446,-1.706047022908926,0.0011927097163279541,0.07233851448260248,0.023321339304791765
436000,31.8,1453,-1.7108056024312972,0.0012074364878353664,0.07448322228714824,0.02332264579180628
438000,31.8,1459,-1.6936814594566822,0.0012967759220628068,0.0739574368763715,0.023435760566499084
440000,31.8,1466,-1.6981068834364414,0.0012871478569577448,0.07385979839973152,0.02377800812246278
442000,31.8,1473,-1.6785964842140675,0.0013632714448031037,0.07562355428002775,0.023485115022631363
444000,31.8,1479,-1.6593850204050542,0.0013539649790618568,0.07544706948287785,0.023681774791097267
446000,31.8,1486,-1.6206375195980072,0.0013229662441299297,0.07274351548589766,0.023402683717897162
448000,31.8,1493,-1.5878493740260602,0.001353487052314449,0.07507272612303495,0.023311074130935593
450000,31.8,1499,-1.6079970687031746,0.001299679898424074,0.07443115882761776,0.023435182102723048
452000,31.8,1506,-1.6075952483117582,0.0013139050847385079,0.07694828374497592,0.023350795037811622
454000,31.8,1513,-1.6122644720375539,0.0014057665626751258,0.07820658543333411,0.02334403927496169
456000,31.8,1519,-1.6350067929327488,0.0013723505369853228,0.07605354812927544,0.0236234161243774
458000,31.8,1526,-1.6286672030091285,0.0014133457228308543,0.07861525426805019,0.023612490309402347
460000,31.8,1533,-1.6303027337789535,0.0013703568025375716,0.07714439842663705,0.023749859102535992
462000,31.8,1539,-1.6504280267655849,0.0014548879381036386,0.07961034246720373,0.02383953356358688
464000,31.9,1546,-1.64567762658,0.0013908786300453357,0.07896164495497943,0.023940724047948607
466000,31.9,1553,-1.6463592742085458,0.0013141960057546384,0.07840715267136693,0.023607888823142274
468000,32.0,1559,-1.613505493104458,0.0013364352532080374,0.07656651932187378,0.023266194272786377
470000,32.0,1566,-1.5948613168895245,0.0013326221297611483,0.07482409822195768,0.023160412409342825
472000,32.0,1573,-1.5919875967502595,0.0012997474952717311,0.07469035251624882,0.023115637911716475
474000,32.1,1579,-1.6040434162318706,0.001312939101131633,0.07778976245224475,0.023489991162670778
476000,32.1,1586,-1.6226968448162078,0.0013051943926257082,0.07797993870265782,0.02342042002081871
478000,32.1,1593,-1.6351380683779717,0.0013032788846758195,0.07645710741356015,0.023775385757908225
480000,32.2,1599,-1.6337800867557526,0.0012629542979411782,0.0783541987426579,0.02347566983080469
482000,32.2,1606,-1.6593401852846146,0.0012158376447041518,0.07706813943572342,0.023873331864364446
484000,32.2,1613,-1.6334291673600674,0.0012251352593884803,0.0742721429783851,0.023768492145696655
486000,32.3,1619,-1.621033342242241,0.0012449942796956747,0.07438886126689613,0.02344406657340005
488000,32.3,1626,-1.6068422456979752,0.0012828124623047187,0.07256398912519217,0.023434101433027536
490000,32.3,1633,-1.6322534615695476,0.001278062750294339,0.07223561012744903,0.023584733336931094
492000,32.4,1639,-1.6459938238859178,0.001310573304304853,0.07142038364708424,0.0237544866129756
494000,32.4,1646,-1.6582882484197616,0.0012678823399473913,0.07225631984136999,0.02390856372984126
496000,32.4,1653,-1.6249038556814193,0.0012503085692878813,0.07317582333274186,0.02373413601075299
498000,32.5,1659,-1.6013709027171135,0.0012362427085754462,0.07105967072211206,0.023582300890702755
500000,32.5,1666,-1.5795085352659226,0.0011474265416618436,0.07280140336230398,0.02380402161483653
502000,32.6,1673,-1.5811114794909955,0.0012214568972121924,0.07574817730486393,0.024046485780971124
504000,32.6,1679,-1.5839171006381512,0.0012996971451793796,0.07658535379730165,0.024283204207895325
506000,32.6,1686,-1.5603838638067244,0.001220800047274679,0.07808341170288623,0.02446215551905334
508000,32.6,1693,-1.5468657502830028,0.001244158338464331,0.07975034848600626,0.024658384593203665
510000,32.7,1699,-1.545036934286356,0.0013617513950448484,0.08194068823568523,0.02495863906946033
512000,32.7,1706,-1.549876183271408,0.001396357356919907,0.0811604148093611,0.025344517152523623
514000,32.7,1713,-1.5440057756751775,0.001358461057592649,0.08152822462469339,0.025298762174556032
516000,32.8,1719,-1.5570549677610397,0.001422581425809767,0.08304265607707202,0.0252564961835742
518000,32.8,1726,-1.579363108664751,0.0014162624032469466,0.08426391654834152,0.0258226612333674
520000,32.8,1733,-1.5801869567334652,0.0014588214867981152,0.0805737206209451,0.025575723300455138
522000,32.9,1739,-1.5753093165755272,0.0013866957842255943,0.08202893967553973,0.025310589785221965
524000,32.9,1746,-1.5801923186779023,0.0013553220185567624,0.08265097518078983,0.025122049047378824
526000,32.9,1753,-1.6199939243495465,0.0014456412465078756,0.08332169944606721,0.025583023573970423
528000,33.0,1759,-1.6360820484757423,0.0014003244281047954,0.08567334413900972,0.02528889449359849
530000,33.0,1766,-1.6313413737118245,0.0013887867177836597,0.08558747475035489,0.02548843378573656
532000,33.0,1773,-1.6246735146045685,0.0013899504014989361,0.08501320130005478,0.025056609183491674
534000,33.0,1779,-1.6533985613584519,0.0013467908422462643,0.08487786022201181,0.025097558913752437
536000,33.1,1786,-1.703151942461729,0.001337028429552447,0.08499080921150744,0.02540459266351536
538000,33.1,1793,-1.7186118037700653,0.0013955555996508337,0.08898235120996832,0.025094529647380112
540000,33.1,1799,-1.7250677250027657,0.0013890455712098628,0.08588855400681496,0.024838278519455345
542000,33.2,1806,-1.7465181766450406,0.0013961154158459977,0.09120427244342863,0.02490430048923008
544000,33.2,1813,-1.7536076431274414,0.001477124426222872,0.09513333580642938,0.025225515418103896
546000,33.2,1819,-1.804177395015955,0.0014988745629088954,0.09449079908058047,0.025514684880152346
548000,33.2,1826,-1.797063464999199,0.0014826678657555022,0.09604085013456642,0.025354492500424385
550000,33.3,1833,-1.8381253671944142,0.0015246061389916576,0.0965222692731768,0.02573342312173918
552000,33.3,1839,-1.8764231941103935,0.0014707707233610563,0.09712030146643519,0.02568967392318882
554000,33.3,1846,-1.816981386810541,0.001479195567779243,0.09735139463096858,0.025412651812657713
556000,33.4,1853,-1.8163801668584347,0.0015174118617433123,0.0938644863255322,0.025320689583197237
558000,33.4,1859,-1.7817925159335137,0.0015339525889139622,0.09205047908984125,0.0249400016493164
560000,33.4,1866,-1.7674325596690177,0.0014840228565735742,0.09586756267212332,0.024947484542848543
562000,33.4,1873,-1.761713498532772,0.0014121483720373363,0.09285367148369551,0.025077520569320767
564000,33.5,1879,-1.7802626335322858,0.0014560723848408088,0.09333507762290537,0.025153933127876373
566000,33.5,1886,-1.8054166710078716,0.0014896331958589143,0.09281206003203989,0.025342817350756375
568000,33.5,1893,-1.8110501284301281,0.0014958616451476701,0.09486512836813926,0.02550772655149922
570000,33.6,1899,-1.7796121507883071,0.0015060764015070163,0.0930732449311763,0.025483791357139126
572000,33.6,1906,-1.7447070434689522,0.0014981301951338536,0.08794586646370589,0.025401422675698997
574000,33.6,1913,-1.7046737795770168,0.0015176401445642113,0.08787179156765342,0.024933349701575933
576000,33.7,1919,-1.6880096006691456,0.0014804095560102724,0.08630179360881447,0.024861796596553177
578000,33.7,1926,-1.7025214991867543,0.0014623448107740841,0.08782530941441655,0.02479865544103086
580000,33.7,1933,-1.7345568917393683,0.001458435321575962,0.0875087868757546,0.02544960336200893
582000,33.7,1939,-1.7364725223183632,0.0014499424020177685,0.08478785856440664,0.025406385461334138
584000,33.8,1946,-1.7164823749959468,0.0013960886095883325,0.08530547714978456,0.025283385733142497
586000,33.8,1953,-1.7025005224645138,0.0013687512734904886,0.08556407632306218,0.02554448004392907
588000,33.8,1959,-1.6760072543025017,0.0014001837441464885,0.08512265666387975,0.025474417961435392
590000,33.8,1966,-1.6692011804580689,0.001412294664827641,0.08352086230367423,0.025759880341123788
592000,33.9,1973,-1.6519281307160854,0.0014103877884917891,0.08106251859478653,0.025878845763858408
594000,33.9,1979,-1.6703655685186387,0.0014171905716648325,0.08324559563212097,0.02611907037952915
596000,33.9,1986,-1.6769142669737338,0.0013991639662417584,0.081536834359169,0.025957356305327268
