episode,step,task,w2_start,w2_end,improvement
88,26400,restore,0.5054898338267538,0.4731529024412799,0.0639714772118577
89,26700,zones,0.2288513718006118,0.285990493840981,-0.24967786555438276
90,27000,restore,0.18700192039001326,0.18498364998059075,0.010792779053889867
91,27300,bank,0.13132888678049257,0.1309436142120065,0.0029336468002657545
92,27600,zones,0.15634888954381723,0.15763424798066672,-0.008221090924277252
93,27900,bank,0.6732920880906004,0.6728804473727324,0.0006113850513753682
94,28200,bank,0.6942295561784297,0.6960324060555104,-0.002596907407695248
95,28500,restore,0.11020752745064476,0.43065605125440093,-2.9076827256401843
96,28800,bank,0.5731376157455101,1.0155355544287112,-0.7718878093662564
97,29100,restore,0.019101058465966277,0.7471769569250368,-38.117044652595325
98,29400,bank,0.5045591904647104,1.0075272203232926,-0.9968464342019758
99,29700,restore,0.15285580553585854,0.5442533127628422,-2.5605668417688294
100,30000,bank,0.4433368839456482,0.4344203326017086,0.020112360750550007
101,30300,restore,0.12628122783313522,0.11131491879902952,0.11851570729009542
102,30600,restore,0.33638285151356023,0.4129403127817363,-0.22759026188078413
103,30900,zones,0.3976027710534122,0.40918099345910824,-0.029120074729410472
104,31200,zones,0.21631496321922672,0.22156486284795449,-0.024269701691450818
105,31500,bank,1.3679338011483542,1.3502966072785716,0.01289330949712364
106,31800,zones,0.3030388377469194,0.6789311310002736,-1.2404096321385634
107,32100,zones,0.30097074460399,0.21291973434626774,0.29255670804010414
108,32400,restore,0.30641987314893154,0.305866317087708,0.0018065279367650566
109,32700,zones,0.41472021167389056,0.4174368869836981,-0.0065506219213249395
110,33000,zones,0.30718880013934163,0.30929870429372786,-0.00686842799421461
111,33300,restore,0.06379518308171003,0.17009173646284595,-1.6662159781717274
112,33600,restore,0.1628769688740572,0.35228340867140046,-1.162880431203258
113,33900,zones,0.352690596458478,0.3754295357403009,-0.064472768795524
114,34200,restore,0.16934629077025734,0.13639895112330164,0.19455601594282046
115,34500,restore,0.11065734394306889,0.15016533511681127,-0.35702999697940063
116,34800,zones,0.6344906598779922,0.6348102148174058,-0.0005036401000371171
117,35100,bank,0.21462330959310427,0.21326103508777572,0.006347281233856861
118,35400,bank,0.6709216152002517,0.66984515785327,0.0016044457692131475
119,35700,bank,0.4316298708962814,0.4150099727150558,0.038504976837479554
120,36000,restore,0.20684214527855213,0.36200216808617086,-0.7501373697254317
121,36300,zones,0.28633156752188615,0.34049749292462206,-0.18917203531390459
122,36600,zones,0.40670736749881664,0.4740287880893518,-0.16552791016437896
123,36900,restore,0.14081551388457542,0.27996135533619626,-0.988142837483637
124,37200,restore,0.2113775904239988,0.28993155360712464,-0.3716286245176499
125,37500,restore,0.1186852420342045,0.3675384840771274,-2.096749669779539
126,37800,restore,0.34237350970893565,0.34389743401668305,-0.0044510578784058286
127,38100,zones,0.20767657858088293,0.22062185386371183,-0.062333823926067566
128,38400,restore,0.27726730011479284,0.4743208958732551,-0.7106990102218296
129,38700,restore,0.16475505707049648,0.18785632116893267,-0.14021581194045818
130,39000,zones,0.2791824108566181,0.2869718464339198,-0.027900882270488703
131,39300,bank,0.9807766439596383,1.0140832273585232,-0.033959396977907286
132,39600,restore,0.09912469406190556,0.20352051855461645,-1.053176763678215
133,39900,zones,0.17818132107624557,0.22891349574073455,-0.284722182763367
134,40200,bank,0.8264110610485474,0.6759685835020676,0.18204315580626307
135,40500,restore,0.16213947308722065,0.3660879869506456,-1.2578584966395794
136,40800,zones,0.4790764172631798,0.48498034035850734,-0.01232355190650991
137,41100,zones,0.2209494547047481,0.1509859471849219,0.3166493785346406
138,41400,restore,0.24928909737635868,0.21727437000601504,0.12842409759304518
139,41700,restore,0.5502939486222307,0.5430787439426025,0.0131115464701963
140,42000,zones,0.2777210002529533,0.2990631533449265,-0.0768474586816783
141,42300,bank,0.22260638227267263,0.2739985084007947,-0.2308654657761402
142,42600,restore,0.1766898292289127,0.20756845480379982,-0.17476176025322854
143,42900,restore,0.14861210155452367,0.16399249683735492,-0.1034935588821373
144,43200,restore,0.5710136569131068,0.6868641032388542,-0.2028855963831646
145,43500,bank,0.8236350618781836,0.8042444830217622,0.02354268261990189
146,43800,bank,0.6604250690848908,0.6631497056850596,-0.004125580217516633
147,44100,zones,0.16625839951885182,0.19226022813616628,-0.15639407508169922
148,44400,bank,1.0553632056641191,1.0593706448560896,-0.0037972132915593537
149,44700,zones,0.1864199693974438,0.26431722546095926,-0.41785896819583757
150,45000,restore,0.2746776574112599,0.3780274038953458,-0.37625829293187096
151,45300,restore,0.5320799903947885,0.4672544606351893,0.12183418081837749
152,45600,zones,0.5986296429220828,0.5865189558052869,0.020230683962925933
153,45900,restore,0.46749396659839976,0.4611475462843689,0.01357540581798089
154,46200,bank,0.2014261518020335,0.18887901039032134,0.06229152123227666
155,46500,zones,0.4243936364261264,0.43843653320957066,-0.03308931986280794
156,46800,bank,1.215250163767509,1.2146127016575887,0.0005245521695254052
157,47100,bank,0.9059281301239156,0.9065041961879674,-0.0006358849503580455
158,47400,restore,0.23890441182394825,0.2403396777060537,-0.0060076993603748186
159,47700,zones,0.5734675758424026,0.5764522246914139,-0.0052045642591509456
160,48000,zones,0.259915750480964,0.26905855639965237,-0.03517603647247225
161,48300,zones,0.2808867644584264,0.29550577037586145,-0.052045905208889964
162,48600,bank,0.3613224280796624,0.3669137352350415,-0.015474564324986728
163,48900,restore,0.13585843773614945,0.13287594637564742,0.021952934320460193
164,49200,zones,0.5539804498452537,0.5612749502628616,-0.013167432929529266
165,49500,bank,0.6954834094716931,0.6938643983116471,0.0023278932868805446
166,49800,bank,0.7648876072043418,0.764726839001036,0.0002101853942874099
167,50100,bank,1.5804148729568106,1.581023094142709,-0.0003848490648283853
168,50400,restore,0.14791105849614097,0.14773309439572932,0.001203183198207558
169,50700,zones,0.39191260097184,0.39300159333615414,-0.002778661266858329
170,51000,bank,0.5404000813388572,0.540972586800107,-0.00105941039059676
171,51300,bank,0.5808507413415545,0.5782272529225152,0.004516630921361897
172,51600,restore,0.021862217255683842,0.03319259196040585,-0.5182628354759529
173,51900,bank,0.7848613545049117,0.7836880881954276,0.0014948707854576249
174,52200,zones,0.2948223675148712,0.2954658852921403,-0.002182730512252151
175,52500,zones,0.5260455690266829,0.5270834315411884,-0.001972951728166583
176,52800,restore,0.22702189204210338,0.22441605590969815,0.01147834734776132
177,53100,bank,0.8759863398204286,0.8726402722474633,0.003819771406082917
178,53400,restore,0.12678648386527241,0.12601605266558705,0.006076603563705207
179,53700,zones,0.3575303941670978,0.35775562990617765,-0.0006299764796349194
180,54000,zones,0.44250175721464746,0.4448882429138747,-0.005393166604013233
181,54300,bank,0.29145239946322443,0.29304388214408217,-0.0054605235152938025
182,54600,zones,0.17208573396768392,0.17427659055875758,-0.01273119241531706
183,54900,zones,0.5094524069493178,0.5104671231715807,-0.0019917782474307977
184,55200,restore,0.25154946865608374,0.25056525282090586,0.003912613453075919
185,55500,bank,0.5254103954890585,0.524394806611982,0.0019329440106170548
186,55800,bank,0.7256985807602315,0.725594693196844,0.00014315525225183645
187,56100,bank,0.3940302226056697,0.3944994603257817,-0.001190867332482748
188,56400,restore,0.2661096709728469,0.26536172794912377,0.002810657053495147
189,56700,zones,0.4451549534827301,0.44533484794168965,-0.0004041164937109709
190,57000,bank,0.22205467462392328,0.21906083345862734,0.013482450528755519
191,57300,zones,0.22935080079924788,0.2295312462618255,-0.0007867662199076975
192,57600,restore,0.26341602320350044,0.260375591513521,0.011542318698018472
193,57900,restore,0.2424029585701537,0.2409364511573568,0.006049874231928931
194,58200,bank,0.7182729848401376,0.7183341489475988,-8.515440334266877e-05
195,58500,bank,0.48985466912685854,0.488890000691679,0.0019692951725845953
196,58800,restore,0.1902681610643125,0.1901879367804973,0.000421637983814116
197,59100,bank,0.4043836623265917,0.4032310842252072,0.002850209364921419
198,59400,bank,0.4568897419312152,0.4581156192741058,-0.0026830922876688312
199,59700,bank,0.03171197432036252,0.03773343090426602,-0.18987958690535
200,60000,bank,0.31725341393745604,0.3148920059441507,0.0074432863117145365
201,60300,bank,0.2612521237315184,0.26153137481188476,-0.001068894967733769
202,60600,bank,0.5124192495708877,0.5121028913986266,0.0006173815143087902
203,60900,bank,0.49550057886840976,0.49403408957747547,0.002959611660360406
204,61200,bank,0.9080772404151605,0.9079553590767233,0.00013421913138300656
205,61500,bank,0.5500094359035007,0.5579922917455536,-0.014514034343682702
206,61800,zones,0.31807068638939834,0.31875233613943865,-0.0021430763009886444
207,62100,zones,0.41774298457284725,0.12940967749231078,0.6902169940097607
208,62400,restore,0.17334605854498264,0.17106757823300667,0.013144113751999198
209,62700,restore,0.13819399682239666,0.13666042580020576,0.011097233291268105
210,63000,restore,0.21691294362903257,0.22099344487221112,-0.018811700099174766
211,63300,bank,0.6811156733174343,0.718558845166585,-0.054973293547600166
212,63600,restore,0.34698656576286985,0.3724919656426587,-0.07350543910457663
213,63900,bank,0.7891686087463724,0.7994164469711221,-0.012985613101145654
214,64200,restore,0.6565111023296736,0.6641067536418581,-0.011569722561021178
215,64500,zones,0.255656565782948,0.10004685700095853,0.6086669759700278
216,64800,restore,0.5438477100992525,0.6207189106980014,-0.1413469233597029
217,65100,bank,0.4172860667051899,0.4476530365659492,-0.0727725469017717
218,65400,restore,0.14347385420583017,0.17900739935125182,-0.2476656485051596
219,65700,restore,0.10453495313326808,0.1048687941417753,-0.003193582610417689
220,66000,restore,0.19204631752917842,0.2958539455874079,-0.5405343325182872
221,66300,restore,0.35449130823523606,0.3649185806962525,-0.029414747890227577
222,66600,zones,0.4522428577064918,0.209850133831676,0.5359791088887247
223,66900,zones,0.49796593516565524,0.5079801299036741,-0.020110200378842258
224,67200,zones,0.21135274765612794,0.42337558864649855,-1.003170497387301
225,67500,restore,0.19920343177604882,0.20137948137185582,-0.010923755561869086
226,67800,bank,0.35903406805329596,0.39724777082866386,-0.10643475417963777
227,68100,restore,0.19931830466587247,0.17338672255344514,0.13010135800571743
228,68400,zones,0.4427921914693593,0.4355536348241887,0.01634752550886276
229,68700,restore,0.1971883860102839,0.31987060970160636,-0.622157451427815
230,69000,restore,0.27534530424110226,0.2844901514584629,-0.033212286814062075
231,69300,zones,0.2697455179853447,0.2828283658227028,-0.04850070516489158
232,69600,zones,0.28604461653236657,0.2123568263562939,0.2576094284498961
233,69900,bank,0.9115222391897875,0.9115746488540497,-5.749685746425648e-05
234,70200,restore,0.11996327940113329,0.25474328322206813,-1.1235104983272204
235,70500,restore,0.13683516543442906,0.22376957889218052,-0.6353221643117035
236,70800,restore,0.11778904007584765,0.3136324314521481,-1.662662258306812
237,71100,zones,0.17024509459587797,0.4220913035060179,-1.4793155098416428
238,71400,bank,0.57590172065548,0.6245365482125144,-0.08444987367233292
239,71700,zones,0.43644277098995127,0.43063430427610244,0.01330865602533382
240,72000,zones,0.2524296167201355,0.22189544056931612,0.12096114769556576
241,72300,bank,0.6680212623813893,0.8021382540402388,-0.2007675491955807
242,72600,restore,0.24933401219138346,0.2445470065572806,0.019199168184196425
243,72900,restore,0.08713759830767873,0.17898177040927804,-1.0540131227544496
244,73200,restore,0.15710157338629976,0.1806506565098218,-0.14989718190547197
245,73500,zones,0.4166960244987545,0.23830804548368403,0.4281009861556855
246,73800,bank,0.6503144569905577,0.6383787708557859,0.018353714893570516
247,74100,restore,0.02624034986843587,0.1445603643096348,-4.509086770353025
248,74400,bank,0.25719441096405443,0.22107341210838216,0.1404423942195251
249,74700,restore,0.1747873580738342,0.17303930714841226,0.01000101463106684
250,75000,restore,0.40524052938016697,0.3956730940468457,0.023609275577531896
251,75300,bank,0.4297740118032505,0.5647490683459558,-0.3140605360858735
252,75600,zones,0.31419595473067435,0.3164427851797515,-0.007151048303607466
253,75900,restore,0.09462251982875441,0.09315873467550827,0.01546973337737434
254,76200,restore,0.14096327260835695,0.29047055069774347,-1.0606115715315978
255,76500,bank,0.3707954663879749,0.37159060475328554,-0.0021444123172711382
256,76800,zones,0.16109896547959907,0.16472041897542608,-0.022479681884025604
257,77100,restore,0.18647801681702686,0.18368745913471313,0.014964539681113442
258,77400,zones,0.1854355425757674,0.1892735059230509,-0.02069702115340344
259,77700,bank,0.2860974700627728,0.21417557260412962,0.25138949129072263
260,78000,restore,0.3850484621350263,0.49184903152995946,-0.27736916231983555
261,78300,bank,0.43205898216168914,0.4208967727416333,0.025834920418061458
262,78600,zones,0.2453717337986677,0.25466525144525115,-0.037875257686400765
263,78900,zones,0.13852310007225127,0.19377924072095082,-0.3988947736505961
264,79200,bank,0.2959023887282121,0.29447029279144993,0.00483975794489977
265,79500,bank,0.2910916284150233,0.2900092988055953,0.003718174979202349
266,79800,bank,0.6700833307772676,0.846096269169284,-0.2626732084020791
267,80100,restore,0.19474199099010037,0.2098635146554298,-0.07764901441363059
268,80400,zones,0.12087402058425899,0.13581211059463003,-0.12358395905229269
269,80700,restore,0.12945358669403226,0.17365811750756655,-0.34147011251231785
270,81000,restore,0.5636224235119438,0.6215424965627369,-0.10276396153632739
271,81300,bank,0.5737441306792319,0.6221015095017671,-0.08428387540154336
272,81600,zones,0.540450517914227,0.3324435776391085,0.38487693762952524
273,81900,restore,0.04785130034019971,0.19214904442818295,-3.0155448872255457
274,82200,bank,0.452822710731797,0.5152408826965973,-0.13784240605761067
275,82500,restore,0.17731125899194008,0.18764245169422858,-0.058265858361301825
276,82800,restore,0.36147676519352967,0.37037317914693757,-0.024611302329887952
277,83100,bank,0.781763865615267,0.780477465183926,0.0016455102210800598
278,83400,restore,0.12567642389562483,0.13062295337444998,-0.03935924754616882
279,83700,bank,1.0384202239198965,1.0378767010111374,0.0005234132543253667
280,84000,restore,0.011792879211616059,0.026073978575935856,-1.2109934400288629
281,84300,restore,0.10180571655042049,0.0998337569174915,0.019369832065887604
282,84600,restore,0.30355338984721364,0.2991397411145708,0.014539942165904707
283,84900,bank,0.8593702732829577,0.8589917125978977,0.00044050940185980103
284,85200,bank,0.6370240455870321,0.7368682976316566,-0.1567354525096707
285,85500,zones,0.41553382580768694,0.4178308559338599,-0.005527901661695367
286,85800,restore,0.44263256359127906,0.44077230786860905,0.00420270869268391
287,86100,zones,0.16761855297920494,0.1699245503079603,-0.013757411025028032
288,86400,zones,0.4559357305244406,0.4580380515432998,-0.004611002994744595
289,86700,bank,0.8116341846586479,0.8125538337834279,-0.001133083280821623
290,87000,zones,0.1983784814364085,0.20113635145965442,-0.013902062377314728
291,87300,bank,0.4668138616647075,0.44748140525360425,0.04141362971134077
292,87600,bank,0.6351131974913224,0.6344377316966819,0.0010635360709060349
293,87900,restore,0.15846638341863334,0.15917049234869005,-0.0044432700164338534
294,88200,bank,0.6419619707567008,0.742280753381736,-0.15626904270791364
295,88500,restore,0.15424648054153678,0.15022198260339753,0.026091343698798397
296,88800,restore,0.3077889881645515,0.3026427657617954,0.016719969201772877
297,89100,restore,0.1085555602283657,0.10715509500159222,0.012900907367870973
298,89400,bank,1.5848668388938463,1.4822655475637114,0.0647381147817726
299,89700,zones,0.5081679781635972,0.5078153100478074,0.0006939990927098405
300,90000,zones,0.38092069229090975,0.3806499658420071,0.0007107160476750307
301,90300,restore,0.09690431346780558,0.0973566440373573,-0.004667806347980585
302,90600,restore,0.8474447192493785,0.846299480425826,0.0013514023953878906
303,90900,restore,0.1857812318835314,0.18412590564665585,0.00891008322042619
304,91200,zones,0.27224266327043906,0.2734698776777104,-0.004507796068877967
305,91500,restore,0.16984519956578228,0.1687030157391595,0.006724851980172808
306,91800,zones,0.1355973473489495,0.14393912005390014,-0.0615187012728482
307,92100,zones,0.36412431845712656,0.40135598066264117,-0.10224986445089201
308,92400,restore,0.14180105754393113,0.13815921310504586,0.025682773471255582
309,92700,restore,0.34918271012853896,0.3453413011515943,0.011001143142312486
310,93000,bank,0.457094521284068,0.3760275573785007,0.17735273588017275
311,93300,bank,0.15934402489138882,0.1598054734301445,-0.002895926214178557
312,93600,zones,0.6133668586785311,0.3400566027792276,0.4455901913059618
313,93900,restore,0.17723286991571946,0.17728245197025366,-0.000279756540408016
314,94200,bank,0.9495680202382101,0.9737456418227316,-0.02546170581698437
315,94500,bank,0.4567079096020133,0.45547759377696834,0.002693878952341966
316,94800,bank,0.4116543380973472,0.5626054981715245,-0.36669396166664625
317,95100,restore,0.1981355296370417,0.1757901310798127,0.11277835226303345
318,95400,zones,0.32297363873025403,0.3253140307429225,-0.007246387110321217
319,95700,restore,0.3434437962417092,0.3631265428257846,-0.057309949399182214
320,96000,bank,0.7207860806850118,0.7183257930698037,0.0034133395207492923
321,96300,zones,0.32110150839618573,0.32178213545773815,-0.0021196632334490317
322,96600,restore,0.6298795565667231,0.6263159186256564,0.005657649790209107
323,96900,zones,0.1806914385094149,0.17675873700237976,0.02176473627902542
324,97200,restore,0.1301161576094409,0.12857334601158005,0.01185718688751769
325,97500,zones,0.15556619021527082,0.1593338732331776,-0.024219163641489905
326,97800,restore,0.1694730253486603,0.1687097431259002,0.004503856712239407
327,98100,restore,0.06425750744218325,0.19324386209275138,-2.007335170394303
328,98400,restore,0.28546038954890146,0.3311694937176091,-0.16012415677334224
329,98700,zones,0.4546202909367394,0.45525166956141067,-0.0013888043214489443
330,99000,restore,0.16014773718261682,0.15865480413017907,0.00932222383345549
331,99300,bank,0.5343689850822205,0.5139727274574114,0.03816886494950833
332,99600,zones,0.4005750399652521,0.40148988179950557,-0.0022838213642388805
333,99900,bank,0.5543593942470929,0.5550979740542801,-0.0013323122415744848
334,100200,zones,0.30098431314093377,0.30068197431482296,0.0010045002776248868
335,100500,zones,0.2899056827847241,0.27679000509186785,0.045241188675130606
336,100800,bank,0.355478431036196,0.3531252081082469,0.00661987541997866
337,101100,zones,0.30066287399799857,0.30281374162605695,-0.007153751972957867
338,101400,restore,0.27031252660552774,0.2624879701921651,0.028946333015418046
339,101700,zones,0.3555116851146748,0.35517143538319257,0.0009570704585208922
340,102000,zones,0.2363505739853686,0.2383320573981488,-0.008383662368016465
341,102300,bank,1.2977093440807947,1.139446780259596,0.12195532423579847
342,102600,zones,0.5745066501794777,0.5744220949530636,0.0001471788470814861
343,102900,restore,0.29518565902987076,0.2920048148189146,0.010775741007913564
344,103200,bank,0.6756410662796049,0.6646951148484221,0.016200837955952285
345,103500,restore,0.10824715899815444,0.10659345032015864,0.015277155477345983
346,103800,bank,0.6783384547485272,0.629656400413901,0.07176661442947896
347,104100,bank,0.6941546161427855,0.6934918976405146,0.0009547130954101757
348,104400,restore,0.10485827738496288,0.10262931953396619,0.021256861228166057
349,104700,bank,0.47604197333653814,0.47511929757657695,0.00193822354254658
350,105000,bank,0.3505680909330656,0.3468886551636877,0.01049563797887243
351,105300,zones,0.23052372673566351,0.2321251573503185,-0.006946923153343443
352,105600,restore,0.16926717456715298,0.18059692497132177,-0.06693412608286886
353,105900,restore,0.16137097277066856,0.3132555761330008,-0.9412139045488819
354,106200,restore,0.11144248841050486,0.11106435346669336,0.0033930949425556856
355,106500,bank,0.838253155142808,0.8170663212716573,0.02527498255290328
356,106800,bank,0.5478216824461053,0.5475004716759824,0.000586341834241888
357,107100,bank,0.2459524392957913,0.24312940261425928,0.01147797797661576
358,107400,zones,0.3031638904335563,0.2977473425453918,0.017866731688982673
359,107700,restore,0.44722845580800086,0.43450643902357644,0.028446349106833413
360,108000,restore,0.24634703101065022,0.2465085466083314,-0.0006556425584614001
361,108300,bank,0.7586262867667986,0.725456421031985,0.043723591330035116
362,108600,bank,0.7369335590838416,0.7347954878340133,0.002901308026311611
363,108900,zones,0.29431257199782296,0.2965432864348827,-0.007579405874228895
364,109200,bank,0.7677531627557929,0.7697250630512997,-0.002568404001657143
365,109500,restore,0.3601158335014345,0.3567574274191353,0.009325905083498176
366,109800,bank,0.4948241416626573,0.516814720609345,-0.04444120061078105
367,110100,restore,0.23810784847635308,0.23840092751424766,-0.0012308667680211993
368,110400,bank,0.41620257631302937,0.5193705965181366,-0.24787934067835682
369,110700,zones,0.668245010045322,0.6466342703114837,0.032339545240109846
370,111000,restore,0.18875239237232763,0.21441086494447753,-0.13593720455493208
371,111300,bank,1.08397319494929,1.0573573213493592,0.024553996098746533
372,111600,bank,0.9967238066821347,1.010465195823997,-0.013786556566361297
373,111900,zones,0.25199069361396065,0.24952615667470232,0.009780269675490061
374,112200,restore,0.18231418227024593,0.21624408223785488,-0.18610675014472733
375,112500,zones,0.2354766271596489,0.21609381607602732,0.08231309967965694
376,112800,zones,0.3059352958469652,0.30731402692800025,-0.0045066100569339795
377,113100,zones,0.4709514492487441,0.46149300513546687,0.020083692551249643
378,113400,bank,1.0954937924760781,1.0945535680986436,0.0008582653629733983
379,113700,bank,0.7014209252627732,0.36908863964238975,0.4737986473612572
380,114000,restore,0.13750306004014284,0.13672335000373292,0.005670492250734571
381,114300,restore,0.10682847213886387,0.10495189117239961,0.017566299778442374
382,114600,restore,0.236442973924544,0.23559051829849145,0.003605332871192024
383,114900,zones,0.2804219578655608,0.2972807388098587,-0.0601193325680307
384,115200,restore,0.19719515983556019,0.1958508918500162,0.006816942092620182
385,115500,restore,0.2068339263456031,0.2055592232065276,0.006162930625537522
386,115800,bank,0.3800070636199882,0.3614940479966629,0.048717556581628574
387,116100,zones,0.3475789977341438,0.3476285945431846,-0.00014269219188767224
388,116400,bank,0.784776613862143,0.5231674179488871,0.333354984453208
389,116700,bank,0.8469980451289684,0.8972488390542565,-0.059328110866698314
390,117000,restore,0.393709472019631,0.37707646712398346,0.04224690051352942
391,117300,bank,0.2502171487795783,0.17039080256422698,0.31902827845613435
392,117600,bank,0.6946520330821769,0.683570969453862,0.015951963142104675
