step,sps,episodes,phi/obj,sac/actor_loss,sac/alpha,sac/q_loss,sac/reward_mean
63000,30.2,315,-0.00030041175078076774,-94.08757500457763,0.06943767470866442,10.100279796004296,0.6601915721744299
64000,30.2,320,-0.00029966656360193154,-94.19637972259521,0.06963025344908237,10.1525469622612,0.658899227797985
65000,30.1,325,-0.00030104482780734544,-94.16717636108399,0.0690140680745244,10.139314863324165,0.648572359584272
66000,30.1,330,-0.00030324368015863,-94.05066398620606,0.06864047023653984,10.879465615749359,0.6392425309643149
67000,30.1,335,-0.0003035964316659374,-93.99711299896241,0.06972286004573107,10.98020086467266,0.6232175420597196
68000,30.1,340,-0.00030163385935884433,-94.0482903060913,0.06797926712781191,10.983103724002838,0.6061513096764684
69000,30.1,345,-0.0003060268908448052,-94.10325507354736,0.06451932925730944,11.195001066207885,0.5966165497675538
70000,30.0,350,-0.00030848161852918565,-94.06457526397705,0.061629522606730464,11.177221829771996,0.5781689194999635
71000,30.0,355,-0.0003086299421120202,-93.94830114746094,0.06025187116488814,10.786023531675339,0.582195786640048
72000,30.0,360,-0.000306381313901511,-93.6030466079712,0.059459940124303105,10.75181320309639,0.5720391760542989
73000,30.0,365,-0.00031134897470474246,-93.25159902191162,0.058532421853393315,11.77194820845127,0.5612129209414124
74000,30.0,370,-0.00030874032390420327,-92.86904951477051,0.058670922603458166,11.535644816160202,0.5634261015355587
75000,30.0,375,-0.0003063347748975502,-92.61097758483886,0.057940632954239846,11.492867164492607,0.5540844988748431
76000,30.0,380,-0.0003052489287802018,-92.24806812286377,0.05749674533680081,11.139482762336732,0.5543036444410682
77000,29.9,385,-0.00030332586147414984,-91.6222834854126,0.056394198939204214,10.904637704491615,0.5480254848003387
78000,29.9,390,-0.00030616940304753373,-91.17267729949951,0.05621126571670174,11.337173595666885,0.5387152204662562
79000,29.9,395,-0.00031215574259113056,-90.56795234680176,0.05552867004647851,11.793754333734512,0.531049148671329
80000,29.9,400,-0.0003095657752564875,-89.78726016998291,0.05492934184148908,11.750179958820343,0.5291684961691498
81000,29.9,405,-0.00031068182080343834,-89.25157262420655,0.05341114557161927,11.443541157722473,0.5148340881392359
82000,29.9,410,-0.00030664421159599443,-88.46877112579345,0.05254568096250296,11.426588486909866,0.5198452958613634
83000,29.9,415,-0.00030721342444303446,-87.71852387237548,0.051764360267668966,11.796428859114647,0.5144905882403255
84000,29.8,420,-0.0003093849741271697,-86.96117086791992,0.052414621230214835,11.48376030111313,0.5089214469082654
85000,29.8,425,-0.00031259419172420164,-86.34902400970459,0.05133555649220944,12.840527760982514,0.5002701590284705
86000,29.8,430,-0.0003098489387193695,-85.6348586807251,0.05158105694875121,12.02658565735817,0.49303826832026243
87000,29.8,435,-0.00031156316815759055,-85.03406874084473,0.05032199871912599,12.123530062556267,0.48833240096271036
88000,29.8,440,-0.00030268322631309277,-84.07143905639649,0.048404052522033454,10.895350387692451,0.49931960605829956
89000,29.8,445,-0.0003056408614065731,-83.250478515625,0.048380177836865185,11.850097229480744,0.4860609698779881
90000,29.8,450,-0.0003060404234420275,-82.5163451461792,0.04905797168239951,11.735016779899597,0.4872886980175972
91000,29.8,455,-0.0003051838043174939,-81.80434432220459,0.04850516641512513,11.813593839645385,0.48458329535275696
92000,29.8,460,-0.0003094232910225401,-81.00194575500488,0.04820129988715052,12.435438221812248,0.47277241650596263
93000,29.8,465,-0.00030272287130355833,-80.4730178604126,0.04739857016503811,10.985744123339654,0.48090476762503387
94000,29.7,470,-0.00029921693877258803,-79.88842505645752,0.04749836271256208,10.701434420466423,0.48494162268564106
95000,29.7,475,-0.00030789570788329,-79.1791031112671,0.04815468065068126,12.052732252001762,0.4607451658174396
96000,29.7,480,-0.00029915918996266557,-78.48643820190429,0.04808175089582801,10.66773804116249,0.470795787230134
97000,29.7,485,-0.00030373644425708336,-78.1055396194458,0.04775020601600408,11.3869063205719,0.45914919820427896
98000,29.7,490,-0.00029536552118952385,-77.24656484222412,0.04783706839755177,10.113968287706376,0.4593149509429932
99000,29.7,495,-0.0003004491182073252,-76.3830690689087,0.048198490243405105,11.339698337316513,0.44444140535593035
100000,29.7,500,-0.0002932497516740114,-75.80603211212158,0.04843504133820534,10.381964606285095,0.4374145844615996
101000,29.7,505,-0.000298131389223272,-75.16560620117187,0.04684812602028251,10.574119424581527,0.439362378180027
102000,29.7,510,-0.00029607821194804274,-74.61719599914551,0.04538053558766842,9.976844563603402,0.4399043767899275
103000,29.7,515,-0.00029315236922411713,-74.03221259307861,0.046478569597005845,10.009033143520355,0.44539170068874956
104000,29.7,520,-0.0002935922125179786,-73.3286118774414,0.04440050192549825,10.16260707271099,0.44029676680266855
105000,29.7,525,-0.000290203637938248,-72.87142877197266,0.04460345816239714,10.195378796339035,0.45121358190476896
106000,29.6,530,-0.00028583530042669737,-72.14966257476807,0.04467241035401821,9.636618784070015,0.4453233939111233
107000,29.6,535,-0.0002836746093380498,-71.60355068969727,0.04433027080819011,9.467154651403428,0.44542777320742605
108000,29.6,540,-0.0002910391428740695,-71.06598909759522,0.044178071029484275,10.41543878018856,0.43572124252840877
109000,29.6,545,-0.000285096135630738,-70.77624102783203,0.04412717314809561,9.53634068453312,0.4410514137931168
110000,29.6,550,-0.0002897093776555266,-70.41065254211426,0.04468312602862716,10.54913266992569,0.4406247531995177
111000,29.6,555,-0.00028554705351416487,-70.16582899475098,0.04521144117414951,9.483423682928086,0.4392746570855379
112000,29.6,560,-0.0002843484019103926,-69.96196179962158,0.04522865416482091,9.688495900034905,0.4413264931589365
113000,29.6,565,-0.00028851613022561653,-69.83506206512452,0.0457452647946775,10.17749748313427,0.43728802232444286
114000,29.6,570,-0.00028390467568533496,-69.76888781738282,0.04592032618820667,9.688403243660927,0.4348076704479754
115000,29.6,575,-0.00028666542886639945,-69.46238564300538,0.04550320557504892,10.541459677934647,0.42803792281448844
116000,29.6,580,-0.0002940848387370352,-69.2257794342041,0.0454270764477551,11.183180310249329,0.4026629119999707
117000,29.6,585,-0.00028781865529890635,-68.97164384460449,0.04449614108353853,10.523288604736328,0.40564047957211735
118000,29.6,590,-0.0002849623501242604,-69.0356572227478,0.044535628233104946,10.4671943911314,0.41603054950758817
119000,29.6,595,-0.0002885993148520356,-68.92670668029785,0.044427317339926956,10.143444550395012,0.4226224970407784
120000,29.6,600,-0.00028939815185731276,-68.51709356689453,0.04491443097963929,10.82912059020996,0.3974255931079388
121000,29.5,605,-0.00029321323543263136,-68.41721636581421,0.044432457871735095,11.58110528433323,0.3822817918546498
122000,29.5,610,-0.0002967437616753159,-68.13211323928833,0.04426265863329172,11.632695504546165,0.38806944572553037
123000,29.5,615,-0.0002873226401570719,-67.92325172424316,0.04333099262788892,10.846696829080582,0.3937250454239547
124000,29.5,620,-0.00029349882027599963,-67.63349994659424,0.043261936709284785,11.27382853448391,0.3843559067454189
125000,29.5,625,-0.0002825960695336107,-67.30085805511474,0.04174892219901085,10.673592898011208,0.3883727152720094
126000,29.5,630,-0.00028516407321149017,-67.07651599121094,0.042333156038075685,10.803992953538895,0.39227102934755387
127000,29.5,635,-0.0002841138405638048,-66.67449047470093,0.04179251550137997,10.132526606202125,0.3813292301632464
128000,29.5,640,-0.0002872113493067445,-66.36832857131958,0.04191288987547159,10.589150978326797,0.38696694550290706
129000,29.5,645,-0.0002814994255459169,-66.04236630630493,0.04167993285879493,10.71001598417759,0.3775564151965082
130000,29.5,650,-0.00028627180568582843,-65.67847158813477,0.041551169883459804,9.789833992123604,0.37807265448570254
131000,29.5,655,-0.00028693978051887826,-65.29540518188476,0.04122142893821001,10.299387895464896,0.38214355336129663
132000,29.5,660,-0.00029047752944461535,-64.89558041381837,0.040808637533336876,11.139960476756096,0.37498303229361774
133000,29.5,665,-0.0002877583130612038,-64.51474869918823,0.04043701397627592,10.868358013153076,0.3808817282989621
134000,29.5,670,-0.0002867206383380108,-64.0245196838379,0.04004939707741141,10.232792800784111,0.3712324556186795
135000,29.5,675,-0.00028712688173982315,-63.591282726287844,0.04047138205170631,10.490151883244515,0.3707268843948841
136000,29.5,680,-0.00028740146195923444,-63.4451416015625,0.040017719373106955,10.666218174219132,0.368299635540694
137000,29.5,685,-0.0002853196411015233,-63.020675849914554,0.03866601195931434,10.257313331723212,0.3734898802265525
138000,29.5,690,-0.0002833709880942479,-62.80865591430664,0.038646590769290924,10.514047084450722,0.378935256395489
139000,29.5,695,-0.0002925530299253296,-62.57474327850342,0.03896671250462532,11.485602037072182,0.3623884737696499
140000,29.5,700,-0.0002918464741087519,-62.23499605178833,0.03818655428290367,11.37041696178913,0.3518389900289476
141000,29.5,705,-0.0002902560731017729,-61.844034183502195,0.03785388673469424,11.011136095046997,0.3566084827594459
142000,29.5,710,-0.0002860154030931881,-61.56584409713745,0.038874018482863905,10.869965698480605,0.35350534512102605
143000,29.4,715,-0.00028314812971802896,-61.36874580001831,0.038420378524810075,10.228999608278274,0.3550172539800405
144000,29.4,720,-0.0002869652831723215,-60.98929693984985,0.037138345502316955,10.094818397641182,0.347897765558213
145000,29.4,725,-0.00028105557411618065,-60.69289697647095,0.03734532272070646,10.551267351508141,0.35483683236688374
146000,29.4,730,-0.00028611433242622296,-60.31247440719604,0.03679709592834115,10.401811076402664,0.34266002485901115
147000,29.4,735,-0.00028559515619417655,-60.21706775283813,0.03643805107474327,10.730110095858574,0.34221416199579835
148000,29.4,740,-0.00029102489758224694,-59.759146251678466,0.035934331897646186,10.495379217028617,0.3368275978453457
149000,29.4,745,-0.0002878337242436828,-59.40754964065552,0.03676493137702346,10.352532368421555,0.33519394490867854
150000,29.4,750,-0.00028337214565544853,-59.02824884033203,0.03557202960923314,9.77180323433876,0.34047726760059593
151000,29.4,755,-0.0002873035935626831,-58.75478499221802,0.03578361492231488,10.379471101045608,0.33257600022107364
152000,29.4,760,-0.0002874206226260867,-58.3023688659668,0.03559368806704879,10.443500423789024,0.32397537618130445
153000,29.4,765,-0.00028981707700586414,-58.05428574752808,0.03518362422659993,10.669631854772568,0.32137786426395176
154000,29.4,770,-0.0002857560441771056,-57.837828693389895,0.03560624677687883,9.849248883724213,0.31990835712105037
155000,29.4,775,-0.0002903384314122377,-57.529635246276854,0.03575000496953726,10.196570018172265,0.31472821335121987
156000,29.4,780,-0.0002850370239466429,-57.10048133468628,0.03550517831370235,10.115668043375015,0.31888896925002336
157000,29.4,785,-0.00027885610653902404,-56.751335399627685,0.034489963203668594,9.941096331119537,0.31312427938356996
158000,29.4,790,-0.00028263240729575046,-56.39552937316895,0.03480090097337961,9.72286831510067,0.3038947634063661
159000,29.4,795,-0.00028741792384244036,-55.96440148925781,0.03444199628010392,10.61313195335865,0.2979351091757417
160000,29.4,800,-0.0002792851267295191,-55.640421394348145,0.03391865275800228,9.964204102039337,0.3119481857158244
161000,29.4,805,-0.0002845466722646961,-55.317013626098635,0.03472946128621698,9.817214980363845,0.3097248235940933
162000,29.4,810,-0.0002839242925256258,-54.903518730163576,0.033594892017543315,10.338725020647049,0.29936504711955786
163000,29.4,815,-0.0002814497827348532,-54.77933020019531,0.03339013767614961,9.71734390091896,0.31211494850367305
164000,29.4,820,-0.00028567907272372396,-54.56221957778931,0.03299426581338048,10.783989510774612,0.30466962859407065
165000,29.4,825,-0.00028302224676008336,-54.179822151184084,0.03329174677655101,9.870151792883872,0.29951811845600607
166000,29.4,830,-0.0002818604673375376,-54.04801919174194,0.033834886733442544,10.135004975795745,0.29300131611526015
167000,29.4,835,-0.00028237036800419444,-53.77568814468384,0.033154723346233365,10.827941093325615,0.29847527542337776
168000,29.4,840,-0.000279671660711756,-53.56229502487183,0.03314204896613956,9.664300286412239,0.2951417123414576
169000,29.4,845,-0.0002818653149151942,-53.39823051452637,0.03357889749109745,9.538488626003266,0.2957217906229198
170000,29.4,850,-0.0002821138444269309,-53.38681387329102,0.032951603580266234,9.818764936685563,0.2927738049924374
171000,29.4,855,-0.00028092574462061746,-53.08461497116089,0.03348562027513981,10.612008653998375,0.2903962414190173
172000,29.3,860,-0.0002766870483610546,-52.82039122772217,0.03287785437330604,9.844997537255287,0.29098784005269407
173000,29.3,865,-0.0002818735301552806,-52.66216862106323,0.032713718086481096,10.376662298083305,0.28455382005125285
174000,29.3,870,-0.0002794542696356075,-52.373017837524415,0.03217985951527953,10.05738342654705,0.27842503077909353
175000,29.3,875,-0.00027804149247822354,-52.225859050750735,0.03171226402744651,10.583410689473153,0.28773869266733526
176000,29.3,880,-0.0002772737882914953,-52.06790089416504,0.031347578810527923,9.983449984073639,0.2867159636095166
177000,29.3,885,-0.0002769495895336149,-51.86084502410888,0.031685859821736814,10.245173219203949,0.2824249121583998
178000,29.3,890,-0.00027903881984821054,-51.642473205566404,0.030239448307082056,10.410790859937668,0.2736644834484905
179000,29.3,895,-0.000276893735412159,-51.323358940124514,0.03134616616368294,10.164438093662262,0.2788808140475303
180000,29.3,900,-0.0002819084997900063,-51.28724835968018,0.031204345604404805,10.212467846751213,0.26710783065855503
181000,29.3,905,-0.0002831664869881934,-51.04842990112304,0.031333500038832424,10.040321581363678,0.250925421603024
182000,29.3,910,-0.00028687179066764655,-50.97757205581665,0.030426593456417322,10.854472208976746,0.2632647367939353
183000,29.3,915,-0.0002767970029381104,-50.68767730712891,0.030284681407734753,10.471083062410354,0.27004604182951153
184000,29.3,920,-0.00027846978075103836,-50.389839000701905,0.030711219081655146,10.05298665368557,0.264602216321975
185000,29.3,925,-0.00027588818922231437,-50.11848648452759,0.031248666809871792,10.814692823290825,0.2630569347590208
186000,29.3,930,-0.00028270804515341297,-49.868272815704344,0.03210797097161412,11.300958933711051,0.26212066699564457
187000,29.3,935,-0.000281612404200132,-49.645681282043455,0.032093128859996795,10.793457548618317,0.2605183762535453
188000,29.3,940,-0.00027894441412354355,-49.37619598388672,0.0318404989913106,10.722228433132171,0.25404316326975823
189000,29.3,945,-0.0002834301748953294,-49.217294715881344,0.0324596529006958,10.771920773983002,0.23984859201684594
190000,29.3,950,-0.0002825305966543965,-48.89933755493164,0.03191979175806046,11.051435611367225,0.25260097105428575
191000,29.3,955,-0.0002831900273449719,-48.650022315979,0.03285832358151674,10.968327969193458,0.2496299198307097
192000,29.3,960,-0.00027520433653262444,-48.377594303131104,0.032165473714470864,9.961783555984496,0.2542455022074282
193000,29.3,965,-0.0002889837938855635,-48.319781566619874,0.03204747072607279,11.594720418095589,0.23852863136678934
194000,29.3,970,-0.00028339008550392464,-48.00929098129272,0.03185525510460138,10.686185903668404,0.24600087202712895
195000,29.3,975,-0.000281561002440867,-47.81619536590576,0.03175344960018992,10.831104385972022,0.24945931187644602
196000,29.3,980,-0.0002830689419497503,-47.5099939994812,0.030854545690119268,10.469079676032067,0.24813216040283442
197000,29.3,985,-0.0002827074290253222,-47.34882648849487,0.03084267194196582,10.368877740502358,0.2501777759604156
198000,29.3,990,-0.0002840274534682976,-47.05848351287842,0.03003094295784831,10.68804800248146,0.23917902684770526
199000,29.3,995,-0.0002848360350908479,-46.81054651260376,0.030265678100287914,11.08933938407898,0.23919481783360244
200000,29.3,1000,-0.00028395655784697736,-46.714371215820314,0.02964314111880958,10.657555735707284,0.23685925675556063
