step,sps,episodes,phi/obj,sac/actor_loss,sac/alpha,sac/q_loss,sac/reward_mean
6000,53.8,30,-1.2826854762128192e-05,-6.823149875164032,0.8640141714215278,0.22127763728611172,0.020394144226796924
7000,47.9,35,-3.270467221305751e-08,-12.438122748374939,0.6400167280435562,0.036301998410373924,0.01315574446413666
8000,44.2,40,-2.8160693328338483e-08,-16.55723505306244,0.47412201344966887,0.021897979475557803,0.010943810019642114
9000,41.7,45,-2.2338017884315774e-08,-19.311811738967897,0.3512410341501236,0.012550677719991655,0.008691910442430527
10000,39.9,50,-1.8730369048647334e-08,-21.001806869506837,0.26020010784268377,0.007635202682111412,0.007176338847726583
11000,38.6,55,-2.0407016390500132e-08,-21.91726983642578,0.1927598661184311,0.0048897342968266455,0.006346655142493546
12000,37.6,60,-2.175825435646317e-08,-22.317302026748656,0.14279968677461147,0.003021059766295366,0.005516463555395603
13000,36.7,65,-2.1810255639742594e-08,-22.290785943984986,0.10579295992851258,0.0020876782989362255,0.004831757317762822
14000,36.0,70,-2.2405670645930798e-08,-21.986117069244386,0.07837832744419575,0.0014595386849832722,0.004205363309476524
15000,35.5,75,-2.2601448834258518e-08,-21.480489755630494,0.058071658197790386,0.0010941285087028517,0.003322746417252347
16000,35.0,80,-2.113800163794366e-08,-20.852110958099367,0.043030838590115306,0.0008388480991125106,0.0028065660267602654
17000,34.6,85,-2.0641515220631845e-08,-20.13699997138977,0.03188997162878513,0.0006508669033646583,0.002494168055476621
18000,34.2,90,-1.934034086747971e-08,-19.38261078453064,0.023641393857076764,0.0005789190189098008,0.002062701780232601
19000,33.9,95,-1.8973429069646386e-08,-18.618500738143922,0.017535618181340397,0.0004685369418293703,0.0018729789843782783
20000,33.6,100,-1.7981279789580638e-08,-17.839189277648927,0.013016706894151867,0.0004051899899204727,0.0016585899007041007
21000,33.4,105,-1.8594201000254883e-08,-17.060553937911987,0.00967322323191911,0.0003632856843905756,0.0015173174857627601
22000,33.1,110,-1.769791298222856e-08,-16.30769152927399,0.007200636177323759,0.00034283899488218595,0.00138827430002857
23000,32.9,115,-1.7561272944277562e-08,-15.564779796600341,0.005372922060545534,0.00028906563138298227,0.0012661469208542257
24000,32.8,120,-1.7866776476083145e-08,-14.849116598129273,0.004019823130918667,0.0003923159673213377,0.00111436447664164
25000,32.6,125,-1.7056340847254602e-08,-14.16261371421814,0.0030171388138551265,0.0003268802245729603,0.0010143397771171295
26000,32.4,130,-1.7272056971329165e-08,-13.49693208694458,0.0022734440884087234,0.0003166653895823401,0.0009135519585688599
27000,32.3,135,-1.6937574470965445e-08,-12.856554324150085,0.0017172724235570058,0.0003124243987404043,0.0008338517890661023
28000,32.2,140,-1.6903072351581726e-08,-12.248310409545898,0.0013044280528556555,0.0002783103811889305,0.0007528482823981903
29000,32.0,145,-1.6526208828970822e-08,-11.665312209129333,0.0009928928547888064,0.0002789776522549801,0.0006710195916821249
30000,31.9,150,-1.6376620916247477e-08,-11.102830668449402,0.0007756050131283701,0.006240918344577949,0.0006119189185556024
31000,31.8,155,-1.6788348197849244e-08,-10.574071019172669,0.0006381189057719893,0.005273614483216079,0.0005340634410677012
32000,31.7,160,-1.600598685147503e-08,-10.072549963951111,0.00056493512657471,0.0026935490136238516,0.0004846485315356404
33000,31.6,165,-1.579211037938677e-08,-9.589464118957519,0.0005560361052048393,0.006233633897281834,0.0004429074890795164
34000,31.6,170,-1.5650711365111646e-08,-9.135916284561157,0.0006397456863196566,0.0038594158014748246,0.00040644608103320936
35000,31.5,175,-1.582405981714885e-08,-8.696851696014404,0.0006298635847633705,0.005197907608846435,0.0003678585764428135
36000,31.4,180,-1.5617724456795656e-08,-8.28443481349945,0.0005975741118309088,0.003106509847340931,0.0003198066986515187
37000,31.3,185,-1.5228309603543266e-08,-7.893676900386811,0.0005734676074353047,0.003557071485571214,0.0002938587266835384
38000,31.3,190,-1.4966295649898597e-08,-7.525539197921753,0.0005714340289705433,0.003019070794718573,0.0002696741563413525
39000,31.2,195,-1.494575756044725e-08,-7.180017141819,0.0005880337537382729,0.003707315843596007,0.000249567544189631
